Player,Pos,Team,GP,GS,MIN,PTS,AST,STL,BLK,TOV,REB,OREB,DREB,FGM,FG%,3PTM,FT%,FTM,TVS,Age,Weight,Height,Year
Tony Allen,SG,MEM,71,66,"1,913",643,98,114,29,100,391,166,225,274,46.1,15,27.8,80,72.26,35,213,"6'4""",2016
Nick Young,SG,LAL,60,60,"1,556",791,58,37,14,36,137,25,112,272,43.0,170,40.5,77,55.48,31,210,"6'7""",2016
Jabari Parker,PF,MIL,51,50,"1,727","1,025",142,51,22,93,314,79,235,399,49.0,65,36.5,162,91.9,21,245,"6'7""",2016
D'Angelo Russell,PG,LAL,63,60,"1,810",984,302,88,16,176,223,32,191,351,40.5,135,35.1,147,84.44,20,193,"6'4""",2016
P.J. Tucker,SF,TOR,81,21,"2,235",540,99,118,19,66,469,116,353,199,41.4,70,35.7,72,66.19,31,245,"6'5""",2016
Brandon Ingram,SF,LAL,79,40,"2,279",740,166,50,36,116,317,60,257,276,40.2,55,29.4,133,32.13,19,210,"6'8""",2016
Kyle Korver,SG,CLE,67,22,"1,753",678,110,33,21,69,186,8,178,239,46.5,162,45.1,38,47.4,35,212,"6'7""",2016
Darren Collison,PG,SAC,68,63,"2,063",900,311,68,9,113,154,23,131,340,47.7,73,42.0,147,72.76,29,175,"6'0""",2016
Langston Galloway,PG,SAC,75,2,"1,495",585,94,46,6,46,158,29,129,207,37.9,120,38.8,51,27.88,25,200,"6'1""",2016
C.J. Watson,PG,ORL,62,9,"1,012",281,115,43,2,47,89,16,73,96,38.7,32,30.5,57,18.11,32,175,"6'2""",2016
Jason Smith,PF,WAS,74,3,"1,067",420,37,21,54,58,258,65,193,174,52.7,37,47.4,35,27.32,30,240,"7'0""",2016
Roy Hibbert,C,DEN,48,13,682,221,21,8,46,32,154,54,100,80,54.4,0,0.0,61,27.05,30,270,"7'2""",2016
Jonas Jerebko,PF,BOS,78,6,"1,231",299,72,26,17,39,271,60,211,114,43.5,45,34.6,26,20.61,29,231,"0'0""",2016
Mike Dunleavy,SF,ATL,53,2,838,275,51,15,7,28,116,18,98,93,42.3,53,39.6,36,20.04,36,230,"6'9""",2016
Kyle Singler,SF,OKC,32,2,385,88,9,7,6,11,48,8,40,34,41.0,7,18.9,13,8.68,28,228,"6'8""",2016
Joel Embiid,C,PHI,31,31,786,627,66,27,76,117,242,61,181,200,46.6,36,36.7,191,91.52,22,280,"7'0""",2016
Alex Len,C,PHX,77,34,"1,559",613,44,36,99,102,508,154,354,230,49.8,3,25.0,150,52.12,23,250,"7'0""",2016
Jaylen Brown,SF,BOS,78,20,"1,344",515,64,36,18,68,221,45,176,192,45.3,46,34.1,85,21.36,20,220,"6'6""",2016
Alexis Ajinca,C,NOP,39,15,586,207,12,19,24,31,178,46,132,89,50.0,0,0.0,29,27.33,28,248,"7'2""",2016
Marcus Morris Sr.,PF,DET,79,79,"2,565","1,105",160,52,25,87,369,78,291,421,41.8,118,33.1,145,79.37,27,218,"6'8""",2016
C.J. Miles,SF,IND,76,29,"1,776",815,48,46,25,41,229,30,199,281,43.4,169,41.3,84,54.82,29,220,"6'6""",2016
Jameer Nelson,PG,DEN,75,40,"2,044",687,385,54,8,130,190,27,163,268,44.4,106,38.8,45,59.49,34,190,"6'0""",2016
Aaron Gordon,PF,ORL,80,72,"2,297","1,019",150,65,40,90,405,115,290,393,45.5,77,28.8,156,78.39,21,235,"6'8""",2016
Kristaps Porzingis,PF,NYK,66,65,"2,164","1,196",97,47,129,118,475,111,364,443,45.0,112,35.7,198,96.49,21,240,"7'3""",2016
Dragan Bender,PF,PHX,43,0,573,146,23,10,23,32,103,23,80,57,35.4,28,27.7,4,14.58,19,249,"0'0""",2016
Vince Carter,SG,MEM,73,15,"1,799",586,133,60,36,50,226,36,190,193,39.4,112,37.8,88,64.38,40,220,"6'6""",2016
Devin Harris,PG,DAL,65,0,"1,087",437,136,43,6,57,127,11,116,136,40.0,58,33.0,107,39.56,33,185,"6'3""",2016
Lance Stephenson,SG,IND,54,0,"1,083",366,177,15,9,78,156,12,144,162,135.0,18,90.0,24,0.0,26,230,"6'6""",2016
Ben McLemore,SG,SAC,61,27,"1,176",495,51,29,6,63,128,19,109,180,43.0,65,38.5,70,27.97,23,195,"6'3""",2016
Udonis Haslem,PF,MIA,17,0,130,31,6,5,1,8,36,8,28,11,47.8,0,0.0,9,0.0,36,235,"6'8""",2016
Leandro Barbosa,SG,PHX,67,0,964,419,81,31,8,48,106,17,89,172,43.8,35,35.7,40,23.27,34,194,"6'3""",2016
Kris Humphries,PF,ATL,56,4,688,257,29,15,21,28,205,60,145,87,40.7,19,35.2,64,25.26,31,235,"6'9""",2016
James Johnson,PF,MIA,76,5,"2,084",975,276,76,85,172,377,66,311,368,47.9,87,34.1,152,95.62,29,240,"6'7""",2016
LaVoy Allen,PF,IND,61,5,871,177,57,21,23,29,221,106,115,77,45.8,0,0.0,23,27.55,27,260,"6'9""",2016
Dante Exum,PG,UTA,66,26,"1,227",412,110,22,12,80,134,32,102,155,42.6,44,29.5,58,28.39,21,214,"6'5""",2016
Kyle O'Quinn,C,NYK,79,8,"1,229",496,117,37,105,76,438,157,281,215,52.1,2,11.8,64,63.84,26,250,"6'9""",2016
Mario Hezonja,SG,ORL,65,2,960,317,62,29,14,58,147,20,127,117,35.5,43,29.9,40,17.83,21,220,"6'8""",2016
Kris Dunn,PG,MIN,78,7,"1,333",293,188,78,36,89,165,24,141,118,37.7,21,28.8,36,30.8,22,205,"6'3""",2016
Thabo Sefolosha,SF,ATL,62,42,"1,595",444,107,92,31,59,271,53,218,174,44.2,41,34.2,55,69.77,32,215,"6'6""",2016
Nemanja Bjelica,PF,MIN,65,1,"1,189",403,79,40,20,59,245,58,187,151,42.4,56,31.6,45,40.66,28,234,"6'9""",2016
Bojan Bogdanovic,SF,WAS,81,54,"2,082","1,113",111,34,7,131,279,38,241,376,44.5,144,36.7,217,55.32,27,226,"6'7""",2016
Kentavious Caldwell-Pope,SG,DET,76,75,"2,528","1,047",193,90,12,86,248,55,193,370,39.9,153,35.0,154,89.94,23,204,"6'5""",2016
Quincy Pondexter,SG,NOP,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,28,230,"6'7""",2016
Patty Mills,PG,SAS,80,8,"1,754",759,279,66,3,101,143,24,119,273,44.0,147,41.4,66,67.27,28,180,"6'0""",2016
Marcus Smart,PG,BOS,79,24,"2,400",835,364,125,33,159,307,78,229,269,36.0,94,28.4,203,85.48,22,220,"6'3""",2016
Willie Cauley-Stein,C,SAC,75,21,"1,420",611,80,52,45,69,336,85,251,255,53.0,0,0.0,101,48.36,23,240,"7'0""",2016
Will Barton,SG,DEN,60,19,"1,705",820,206,45,30,97,259,58,201,295,44.2,87,37.0,143,87.63,26,181,"6'5""",2016
Paul Pierce,SF,LAC,25,7,277,81,10,4,5,16,48,1,47,28,40.0,15,34.9,10,0.0,39,235,"6'7""",2016
Buddy Hield,SG,SAC,82,55,"1,888",866,121,37,10,101,270,35,235,327,42.6,148,39.1,64,47.87,24,220,"6'4""",2016
Mike Miller,SG,DEN,20,0,150,28,22,2,0,13,39,3,36,9,39.1,8,40.0,2,0.0,36,218,"6'8""",2016
Brandon Rush,SG,MIN,47,33,"1,029",197,45,21,23,28,100,17,83,70,37.4,44,38.9,13,27.05,31,225,"6'6""",2016
Anthony Morrow,SG,CHI,49,7,714,271,25,24,2,7,31,12,19,98,39.0,41,30.8,34,19.93,31,210,"6'5""",2016
Trey Burke,PG,WAS,57,0,702,285,101,11,5,48,46,7,39,116,45.7,31,44.3,22,20.95,24,185,"6'0""",2016
K.J. McDaniels,SG,BKN,49,0,506,206,13,18,18,29,82,15,67,77,45.3,20,29.9,32,19.73,23,205,"6'6""",2016
Troy Daniels,SG,MEM,67,3,"1,183",551,46,20,3,45,99,21,78,185,37.4,138,38.9,43,30.22,25,205,"6'4""",2016
Julius Randle,PF,LAL,74,73,"2,132",975,264,49,37,173,635,151,484,377,48.7,17,27.0,204,94.36,22,250,"6'8""",2016
Emmanuel Mudiay,PG,DEN,55,41,"1,405",603,217,41,13,123,179,30,149,208,37.7,56,31.5,131,61.4,20,200,"6'3""",2016
C.J. McCollum,SG,POR,80,80,"2,795","1,837",285,72,42,172,293,60,233,692,48.0,185,42.0,268,99.23,25,202,"6'3""",2016
Jamal Murray,PG,DEN,82,9,"1,764",811,171,53,24,114,213,41,172,295,40.5,115,33.4,106,50.69,19,215,"6'4""",2016
Michael Carter-Williams,PG,CHI,45,19,846,297,113,38,24,66,152,24,128,112,36.6,15,23.4,58,54.2,25,190,"6'5""",2016
Shabazz Muhammad,SF,MIN,78,1,"1,515",772,35,22,6,56,221,85,136,288,48.2,49,33.6,147,40.29,24,225,"6'5""",2016
Justin Hamilton,C,BKN,64,7,"1,176",442,55,30,43,43,261,71,190,174,45.9,55,30.6,39,46.48,26,255,"7'0""",2016
Giannis Antetokounmpo,SF,MIL,80,80,"2,845","1,832",435,132,151,234,697,141,556,656,52.2,49,27.2,471,100.0,22,254,"7'0""",2016
Nik Stauskas,SG,PHI,80,27,"2,187",756,188,46,31,128,225,21,204,251,39.7,132,36.8,122,53.49,23,207,"6'6""",2016
Dante Cunningham,PF,NOP,66,35,"1,648",435,36,38,28,28,279,58,221,174,48.5,71,39.2,16,51.42,29,230,"0'0""",2016
Stanley Johnson,SF,DET,77,1,"1,370",339,104,56,24,71,189,36,153,129,35.3,45,29.2,36,29.78,20,242,"6'6""",2016
Marquese Chriss,PF,PHX,82,75,"1,743",753,59,67,70,108,348,97,251,284,44.9,72,32.1,113,58.69,19,240,"6'9""",2016
Nene Hilario,C,HOU,67,8,"1,197",609,65,55,40,73,279,94,185,245,61.7,3,33.3,116,57.13,34,250,"0'0""",2016
Dion Waiters,SG,MIA,46,43,"1,384",729,200,41,20,103,153,18,135,281,42.4,85,39.4,82,89.47,25,210,"6'3""",2016
James Ennis III,SF,MEM,64,28,"1,500",429,64,46,19,59,261,70,191,146,45.5,51,37.2,86,54.83,26,215,"6'6""",2016
Seth Curry,SG,DAL,70,42,"2,029",898,188,79,6,92,177,25,152,338,48.1,137,42.7,85,85.47,26,185,"6'1""",2016
Mindaugas Kuzminskas,SF,NYK,68,5,"1,016",425,69,30,11,51,126,47,79,158,42.9,54,32.1,55,28.42,27,215,"6'9""",2016
Tomas Satoransky,SG,WAS,57,3,719,154,91,26,6,38,82,25,57,61,41.8,9,24.3,23,21.0,25,210,"6'7""",2016
Frank Kaminsky,PF,CHA,75,16,"1,954",874,162,50,36,76,339,57,282,320,39.9,116,32.8,118,74.08,23,240,"7'0""",2016
Dennis Schröder,PG,ATL,79,78,"2,484","1,414",500,74,16,256,249,42,207,548,45.1,100,34.0,218,96.81,23,172,"6'1""",2016
Jakob Poeltl,C,TOR,54,4,626,165,12,18,20,30,165,78,87,67,58.3,0,0.0,31,26.46,21,245,"7'1""",2016
Aaron Brooks,PG,IND,65,0,893,322,125,25,9,65,69,18,51,121,40.3,48,37.5,32,24.41,32,161,"0'0""",2016
Elfrid Payton,PG,ORL,82,58,"2,412","1,046",529,87,40,179,389,89,300,430,47.3,40,27.4,146,96.94,22,195,"6'3""",2016
Justise Winslow,SF,MIA,18,15,625,196,66,26,6,33,94,23,71,80,35.4,7,20.0,29,0.0,20,222,"6'6""",2016
Thon Maker,C,MIL,57,34,562,226,21,10,26,17,114,39,75,83,45.9,28,37.8,32,26.76,19,221,"7'0""",2016
Randy Foye,SG,BKN,69,40,"1,284",357,135,35,9,80,155,10,145,118,36.3,67,33.0,54,31.06,33,218,"6'4""",2016
Richard Jefferson,SF,CLE,79,13,"1,613",448,77,27,9,53,201,28,173,153,44.6,62,33.3,80,30.27,36,233,"0'0""",2016
Malcom Delaney,SG,ATL,73,2,"1,247",391,194,39,1,94,126,11,115,145,37.5,26,23.9,75,26.35,27,190,"6'3""",2016
Doug McDermott,SF,OKC,66,5,"1,507",592,59,13,5,38,180,21,159,222,44.6,77,36.8,71,36.22,25,220,"6'6""",2016
Shelvin Mack,PG,UTA,55,9,"1,205",430,154,43,3,90,126,20,106,170,44.6,37,30.8,53,53.3,26,203,"0'0""",2016
Tony Snell,SG,MIL,80,80,"2,335",683,96,55,14,54,248,22,226,246,45.4,144,40.6,47,65.12,25,213,"6'6""",2016
Trey Lyles,PF,UTA,72,4,"1,158",440,69,26,20,64,234,48,186,159,36.2,65,31.9,57,33.73,21,234,"6'9""",2016
Mason Plumlee,C,DEN,81,64,"2,147",842,284,70,93,135,609,171,438,334,53.4,0,0.0,174,92.47,26,254,"7'0""",2016
Taurean Prince,SF,ATL,59,10,981,335,53,44,27,62,156,25,131,114,39.9,33,32.4,74,35.85,22,218,"6'6""",2016
Tim Hardaway Jr.,SG,ATL,79,30,"2,153","1,143",183,54,16,106,224,35,189,415,45.5,149,35.7,164,86.79,24,205,"6'5""",2016
Reggie Bullock,SF,DET,31,5,466,141,29,18,3,10,65,13,52,54,42.2,28,38.4,5,39.74,25,205,"6'6""",2016
Zach LaVine,SG,MIN,47,47,"1,748",889,140,40,10,85,160,18,142,326,45.9,120,38.7,117,93.84,21,200,"6'5""",2016
Devin Booker,SG,PHX,78,78,"2,730","1,726",268,72,20,242,250,47,203,606,42.4,147,36.3,367,93.33,20,206,"6'5""",2016
Luc Richard Mbah a Moute,PF,LAC,80,76,"1,787",484,39,81,35,47,172,46,126,191,50.5,43,39.1,59,54.02,30,230,"6'8""",2016
Georgios Papagiannis,C,SAC,22,0,355,124,20,3,17,24,87,25,62,56,54.9,0,0.0,12,0.0,19,240,"7'1""",2016
Andre Roberson,SG,OKC,79,79,"2,375",522,79,94,81,51,403,98,305,215,46.4,45,24.6,47,80.58,25,210,"6'7""",2016
Joe Ingles,SF,UTA,82,26,"1,972",581,226,96,8,107,262,23,239,204,45.2,123,44.1,50,82.09,29,235,"6'9""",2016
T.J. Warren,SF,PHX,66,59,"2,048",951,75,76,39,58,340,125,215,403,49.6,26,26.5,119,89.98,23,220,"6'8""",2016
Rudy Gobert,C,UTA,81,81,"2,743","1,137",98,49,214,147,"1,036",313,723,413,66.3,0,0.0,311,99.75,24,266,"7'1""",2016
Cameron Payne,PG,CHI,31,0,462,160,55,14,5,30,48,3,45,64,33.2,27,31.4,5,28.27,22,190,"6'3""",2016
Denzel Valentine,SG,CHI,31,0,678,209,47,20,6,36,113,10,103,74,36.8,54,36.2,7,48.05,23,220,"6'4""",2016
Tim Frazier,PG,NOP,65,35,"1,524",464,335,55,6,101,173,34,139,163,40.3,40,31.2,98,66.49,26,170,"6'0""",2016
Kelly Oubre Jr.,SF,WAS,79,5,"1,605",501,47,56,18,49,262,62,200,186,42.0,54,28.7,75,39.93,21,203,"6'6""",2016
Juancho Hernangomez,PF,DEN,62,9,841,305,29,29,14,31,186,43,143,101,45.3,46,41.4,57,34.87,21,214,"6'9""",2016
Lucas Nogueira,C,TOR,57,6,"1,088",253,42,50,90,46,243,82,161,103,66.0,3,25.0,44,65.05,24,220,"0'0""",2016
Jusuf Nurkic,C,POR,65,48,"1,391",662,121,49,75,142,465,157,308,271,50.7,0,0.0,120,74.27,22,290,"7'0""",2016
Terry Rozier,PG,BOS,74,0,"1,263",410,130,45,9,47,227,40,187,151,36.7,57,31.8,51,43.32,22,195,"6'1""",2016
Quincy Acy,PF,BKN,114,3,"1,671",666,54,42,42,63,345,60,285,210,123.6,111,123.3,135,113.04,26,240,"6'7""",2016
James Young,SG,BOS,29,0,220,68,4,10,2,4,26,6,20,25,43.1,12,34.3,6,18.78,21,215,"6'6""",2016
Rashad Vaughn,SG,MIL,41,2,458,142,23,20,10,14,49,4,45,57,36.5,26,32.1,2,22.86,20,210,"6'6""",2016
Kevin Seraphin,PF,IND,49,3,559,232,23,7,19,29,143,42,101,109,55.1,0,0.0,14,30.03,27,278,"0'0""",2016
Wade Baldwin,PG,MEM,33,1,404,106,61,18,7,39,46,11,35,36,31.6,3,13.6,31,26.55,20,200,"6'4""",2016
Tyler Ennis,PG,LAL,53,2,588,228,86,26,2,45,45,9,36,90,43.3,27,38.6,21,27.35,22,194,"6'3""",2016
Sam Dekker,SF,HOU,77,2,"1,419",504,76,38,22,41,283,94,189,203,47.3,60,32.1,38,50.63,22,230,"6'9""",2016
Gary Harris,SG,DEN,57,56,"1,782",851,162,71,8,76,181,50,131,320,50.3,107,42.0,104,93.63,22,205,"6'4""",2016
Jerian Grant,PG,CHI,63,28,"1,028",370,121,48,8,44,111,17,94,128,42.5,49,36.6,65,48.85,24,204,"6'4""",2016
Malik Beasley,SG,DEN,22,1,164,83,11,7,0,8,17,5,12,33,45.2,9,32.1,8,0.0,20,187,"6'4""",2016
Bruno Caboclo,SF,TOR,9,0,40,14,4,2,1,2,10,5,5,6,37.5,2,33.3,0,0.0,21,218,"6'9""",2016
Delon Wright,PG,TOR,27,0,446,150,57,27,12,24,47,15,32,49,42.6,10,33.3,42,0.0,24,185,"6'5""",2016
Caris LeVert,SG,BKN,57,26,"1,236",468,110,50,7,59,187,24,163,171,45.0,59,32.2,67,64.54,22,205,"6'6""",2016
David Lee,PF,SAS,79,10,"1,476",576,122,31,40,81,440,148,292,248,59.0,0,0.0,80,82.59,33,245,"6'9""",2016
Justin Anderson,SG,PHI,75,10,"1,227",532,66,42,23,66,247,69,178,186,42.7,58,30.1,102,51.14,23,231,"6'5""",2016
DeAndre' Bembry,SF,ATL,38,1,370,101,29,8,5,16,59,14,45,47,48.0,1,5.6,6,20.44,22,210,"6'5""",2016
Demetrius Jackson,PG,BOS,5,0,17,10,3,0,0,0,4,2,2,3,75.0,1,100.0,3,0.0,22,201,"6'1""",2016
Malachi Richardson,SG,SAC,22,0,198,79,11,5,1,8,23,3,20,28,41.2,8,28.6,15,0.0,21,205,"6'6""",2016
Rodney Hood,SG,UTA,59,55,"1,593",748,96,38,11,66,202,16,186,272,40.9,114,37.3,90,77.05,24,208,"6'8""",2016
Michael Beasley,SF,MIL,56,6,934,528,53,29,28,66,194,40,154,216,53.3,18,41.9,78,59.29,28,235,"0'0""",2016
Rondae Hollis-Jefferson,SF,BKN,78,50,"1,761",675,154,82,44,115,453,96,357,235,43.4,15,22.4,190,77.61,22,217,"6'6""",2016
Nikola Jokic,C,DEN,73,59,"2,037","1,221",360,62,54,170,718,212,506,494,57.8,45,32.4,188,99.78,21,284,"7'0""",2016
Shabazz Napier,PG,POR,53,2,512,218,67,32,2,41,60,8,52,73,39.9,34,37.0,38,31.32,25,175,"6'0""",2016
Tyus Jones,PG,MIN,60,0,774,209,155,48,5,38,67,10,57,75,41.4,26,35.6,33,37.9,20,196,"6'0""",2016
Timothe Luwawu-Cabarrot,SG,PHI,69,19,"1,189",445,74,32,10,74,149,26,123,145,40.3,50,31.1,105,36.25,21,215,"6'7""",2016
Luke Babbitt,SF,MIA,69,55,"1,065",324,35,22,11,25,142,13,129,113,40.2,87,41.4,11,32.45,27,225,"6'9""",2016
Jordan Mickey,PF,BOS,25,1,141,38,7,3,6,9,34,13,21,15,44.1,0,0.0,8,0.0,22,235,"6'8""",2016
Larry Nance Jr.,PF,LAL,63,7,"1,441",449,97,82,40,56,370,121,249,190,52.3,10,27.8,59,84.6,24,245,"6'8""",2016
Brandon Jennings,PG,WAS,81,13,"1,801",577,394,71,5,127,195,28,167,192,35.9,79,31.3,114,64.33,27,170,"6'1""",2016
Pascal Siakam,PF,TOR,55,38,859,229,17,26,45,33,185,64,121,103,50.2,1,14.3,22,42.29,22,230,"6'8""",2016
Kyle Anderson,SF,SAS,72,14,"1,020",246,91,51,26,39,209,33,176,93,44.5,15,37.5,45,50.95,23,236,"6'9""",2016
Josh Huestis,SF,OKC,2,0,30,14,3,0,4,0,9,4,5,6,54.5,2,50.0,0,0.0,25,230,"6'7""",2016
Kevon Looney,C,GSW,53,4,447,135,29,14,17,17,124,44,80,56,52.3,2,22.2,21,30.67,20,257,"6'9""",2016
Dejounte Murray,PG,SAS,39,8,322,130,50,8,5,38,42,6,36,50,43.1,9,39.1,21,24.05,20,180,"6'5""",2016
Isaiah Whitehead,PG,BKN,73,26,"1,643",543,192,43,36,143,181,31,150,204,40.2,44,29.7,91,45.4,21,213,"6'4""",2016
Rakeem Christmas,PF,IND,29,0,222,59,4,3,6,8,57,27,30,19,45.2,0,0.0,21,20.58,25,250,"6'9""",2016
Joseph Young,PG,IND,33,0,135,68,15,4,0,5,17,1,16,26,36.1,5,21.7,11,0.0,24,180,"6'2""",2016
Glenn Robinson III,SG,IND,69,27,"1,426",420,47,42,21,37,246,57,189,158,46.7,50,39.7,54,54.07,23,222,"6'6""",2016
Montrezl Harrell,C,HOU,58,14,"1,063",527,64,20,42,44,217,80,137,225,65.2,1,14.3,76,72.88,23,240,"6'7""",2016
Ivica Zubac,C,LAL,38,11,608,284,30,14,34,30,158,41,117,126,52.9,0,0.0,32,49.97,19,240,"7'0""",2016
Richaun Holmes,C,PHI,57,17,"1,192",559,57,42,54,53,307,92,215,230,55.8,27,35.1,72,84.72,23,235,"6'8""",2016
DeAndre Liggins,SG,DAL,62,19,776,152,54,47,14,42,108,20,88,55,38.7,17,37.0,25,30.15,28,209,"6'6""",2016
Justin Holiday,SG,NYK,82,4,"1,639",629,102,65,31,66,227,27,200,233,43.3,97,35.5,66,63.24,27,180,"6'6""",2016
Isaiah Canaan,PG,CHI,39,0,592,181,37,22,1,20,49,6,43,63,36.4,25,26.6,30,33.19,25,200,"6'0""",2016
Jeff Withey,C,UTA,52,1,432,146,7,16,32,14,121,52,69,55,53.4,0,0.0,36,33.58,26,231,"7'0""",2016
Robert Covington,SF,PHI,67,67,"2,121",864,103,127,68,131,435,92,343,292,39.8,137,33.2,143,97.27,26,209,"6'7""",2016
Raymond Felton,PG,LAC,80,11,"1,699",538,191,66,22,82,219,33,186,221,43.0,46,31.9,50,61.45,32,205,"6'1""",2016
Brandon Bass,PF,LAC,52,0,576,292,21,14,11,29,128,43,85,107,57.5,1,33.3,77,36.76,31,250,"6'8""",2016
Jason Terry,SG,MIL,74,0,"1,365",307,99,44,20,36,107,15,92,105,43.2,73,42.7,24,38.97,39,185,"6'2""",2016
Sasha Vujacic,SG,NYK,42,4,408,124,52,13,2,16,55,11,44,42,30.9,23,31.1,17,26.32,32,195,"6'7""",2016
David West,PF,GSW,68,0,854,316,152,42,47,79,202,47,155,135,53.6,3,37.5,43,58.92,36,250,"6'9""",2016
James Jones,SG,CLE,48,2,380,132,14,6,10,10,38,3,35,44,47.8,31,47.0,13,21.11,36,218,"6'8""",2016
Metta World Peace,SF,LAL,25,2,160,57,11,10,2,7,20,5,15,19,27.9,9,23.7,10,0.0,37,260,"6'7""",2016
Beno Udrih,PG,DET,39,0,560,227,131,13,0,37,57,6,51,92,46.7,11,34.4,32,46.71,34,205,"6'3""",2016
Gerald Green,SG,BOS,47,0,537,262,33,9,7,25,85,17,68,95,40.8,39,35.1,33,31.8,31,205,"6'6""",2016
JaVale McGee,C,GSW,77,10,739,472,17,20,67,40,243,100,143,208,65.2,0,0.0,56,45.67,29,270,"7'0""",2016
Alan Anderson,SG,LAC,31,0,308,86,11,3,0,7,24,3,21,30,37.5,14,31.8,12,19.42,34,220,"6'6""",2016
Brian Roberts,PG,CHA,41,2,416,142,53,9,1,26,40,5,35,46,37.7,17,38.6,33,25.28,31,173,"6'1""",2016
JaMychal Green,PF,MEM,77,75,"2,101",689,84,47,34,94,544,167,377,250,50.0,55,38.2,134,88.17,26,227,"6'9""",2016
Ian Clark,SG,GSW,77,0,"1,136",527,90,39,8,56,122,22,100,211,48.7,61,37.4,44,45.72,25,175,"6'3""",2016
Joe Harris,SG,BKN,52,11,"1,138",428,54,30,8,55,147,16,131,154,42.5,85,38.5,35,52.38,25,220,"6'6""",2016
Jerami Grant,SF,OKC,80,4,"1,531",437,46,34,77,44,205,37,168,152,46.3,43,37.1,90,44.47,22,210,"6'8""",2016
James McAdoo,SF,GSW,52,2,457,147,18,18,29,19,90,34,56,62,52.5,2,25.0,21,29.92,24,240,"6'9""",2016
Sean Kilpatrick,SG,BKN,70,24,"1,753",919,157,46,6,136,280,22,258,305,41.5,105,34.1,204,77.88,27,219,"6'4""",2016
Stephen Zimmerman,C,ORL,19,0,107,23,4,2,5,3,35,11,24,10,32.3,0,0.0,3,0.0,20,240,"7'0""",2016
Andrew Harrison,PG,MEM,72,18,"1,473",425,198,54,22,85,137,23,114,117,32.5,43,27.6,148,52.18,22,213,"6'6""",2016
Raul Neto,PG,UTA,40,0,345,100,34,21,5,15,30,4,26,41,44.6,10,32.3,8,27.9,24,180,"6'2""",2016
Malcolm Brogdon,PG,MIL,75,28,"1,982",767,318,85,12,113,211,47,164,290,45.7,78,40.6,109,85.38,24,229,"6'5""",2016
Darrun Hilliard II,SG,DET,39,1,381,127,34,11,2,28,33,2,31,47,37.3,12,26.1,21,23.55,23,220,"6'6""",2016
Josh Richardson,SG,MIA,53,34,"1,614",539,139,61,40,65,168,34,134,202,39.5,75,33.2,60,85.35,23,200,"6'6""",2016
Pat Connaughton,SG,POR,40,1,317,98,28,6,2,17,52,10,42,37,51.4,17,51.5,7,25.52,24,214,"6'5""",2016
Norman Powell,SG,TOR,76,18,"1,367",636,82,50,14,70,167,26,141,227,44.8,56,32.4,126,58.02,23,215,"6'4""",2016
Jonathon Simmons,SF,SAS,78,8,"1,392",483,126,47,25,76,160,20,140,177,42.0,30,29.4,99,47.6,27,195,"6'6""",2016
Salah Mejri,C,DAL,73,11,905,213,13,32,62,40,309,96,213,88,64.2,1,33.3,36,43.08,30,235,"7'2""",2016
Christian Wood,PF,CHA,13,0,106,35,2,3,6,7,29,14,15,12,52.2,0,0.0,11,0.0,21,214,"6'9""",2016
T.J. McConnell,PG,PHI,81,51,"2,133",556,535,133,10,159,250,38,212,236,46.1,11,20.0,73,82.81,24,190,"6'2""",2016
Alan Williams,PF,PHX,47,0,707,346,23,28,34,38,290,94,196,138,51.7,0,0.0,70,70.04,24,265,"6'8""",2016
Paul Zipser,SF,CHI,44,18,843,240,36,15,17,41,125,15,110,88,39.8,33,33.3,31,36.14,22,210,"6'8""",2016
Spencer Dinwiddie,PG,BKN,59,18,"1,333",432,185,44,23,66,163,26,137,134,44.4,38,37.6,126,70.76,23,212,"6'5""",2016
Bobby Brown,PG,HOU,25,0,122,62,14,1,0,5,6,0,6,23,38.3,14,40.0,2,0.0,32,175,"6'2""",2016
A.J. Hammons,C,DAL,23,0,165,48,4,1,13,10,37,8,29,17,40.5,5,50.0,9,0.0,24,260,"7'0""",2016
Michael Gbinije,SG,DET,9,0,31,4,2,0,0,0,3,2,1,1,10.0,0,0.0,2,0.0,24,200,"6'7""",2016
Georges Niang,PF,IND,23,0,92,21,5,3,0,5,17,2,15,9,25.0,1,8.3,2,0.0,23,235,"6'7""",2016
Jake Layman,SF,POR,35,1,248,78,11,8,3,11,24,6,18,26,29.2,13,25.5,13,15.68,22,209,"6'8""",2016
Joel Bolomboy,PF,UTA,12,0,52,22,2,1,2,2,18,4,14,9,56.2,1,25.0,3,0.0,23,235,"6'9""",2016
Donatas Motiejunas,PF,NOP,34,0,478,150,34,18,11,31,103,28,75,57,41.0,11,23.4,25,40.82,26,220,"7'0""",2016
Rodney McGruder,SG,MIA,78,65,"1,965",497,125,45,18,57,256,94,162,190,41.4,73,33.3,44,63.72,25,205,"6'4""",2016
Semaj Christon,PG,OKC,65,1,974,183,130,28,6,43,89,19,70,77,34.5,12,19.0,17,24.42,24,190,"6'3""",2016
Maurice N'dour,PF,NYK,32,4,331,98,8,15,7,14,63,22,41,39,46.4,1,14.3,19,27.32,24,200,"6'9""",2016
Treveon Graham,SG,CHA,27,1,188,57,6,6,1,3,22,5,17,19,47.5,9,60.0,10,0.0,23,219,"6'5""",2016
